id	gruppenr	udtryk	lemma	lemklas	kernevb	frame	komm
26592	1062	bekendtgørelse	bekendtgørelse	sb.	NULL	Statement	NULL
21613	1005	bekendtskab	bekendtskab	sb.	NULL	Awareness	NULL
17986	868	beklage	beklage	vb.	beklage	Contrition	NULL
20710	868	beklage	beklage	vb.	beklage	Statement	NULL
26180	1106	beklage	beklage	vb.	beklage	Respond_to_proposal	NULL
30621	1274	beklage	beklage	vb.	beklage	Justifying	NULL
30620	1311	beklage	beklage	vb.	beklage	Justifying	NULL
30622	1311	beklage dybt	beklage	vb.	beklage	Justifying	NULL
17914	869	beklage sig	beklage	vb.	beklage	Complaining	NULL
20711	869	beklage sig	beklage	vb.	beklage	Statement	NULL
17915	869	beklage sig over	beklage	vb.	beklage	Complaining	NULL
28870	1185	beklage sig over nogen	beklage	vb.	beklage	Judgment_communication	NULL
29194	1185	beklage sig over nogen	beklage	vb.	beklage	Regard	NULL
19147	869	beklagelse	beklagelse	sb.	NULL	Experiencer_focused_emotion	NULL
19817	869	beklagelse	beklagelse	sb.	NULL	Judgment_communication	NULL
28685	1182	beklagelse	beklagelse	sb.	NULL	Judgment_communication	NULL
30623	1311	beklagelse	beklagelse	sb.	NULL	Justifying	NULL
13321	690	beklikke	beklikke	vb.	beklikke	Certainty	NULL
22038	993	beklikke	beklikke	vb.	beklikke	Certainty	NULL
28871	1185	beklikke	beklikke	vb.	beklikke	Judgment_communication	NULL
28071	1188	beklippe	beklippe	vb.	beklippe	Processing_materials	NULL
34978	1463	beklippe	beklippe	vb.	beklippe	Cutting	NULL
2936	148	beklæde	beklæde	vb.	beklæde	Filling	NULL
2892	149	beklæde	beklæde	vb.	beklæde	Distributed_position	NULL
2893	149	beklæde	beklæde	vb.	beklæde	Distributed_position	NULL
40252	1507	beklæde	beklæde	vb.	beklæde	Working_a_post	NULL
38554	1505	beklæde et embede	embede	sb.	beklæde	Being_employed	NULL
38555	1505	beklæde posten	post	sb.	beklæde	Being_employed	NULL
16949	808	bekrige	bekrige	vb.	bekrige	Thwarting	NULL
31091	1296	bekrige hinanden	bekrige	vb.	bekrige	Quarelling	NULL
34266	1441	bekrige hinanden	bekrige	vb.	bekrige	Fighting_activity	NULL
36760	293	bekræfte	bekræfte	vb.	bekræfte	Affirm_or_deny	NULL
36761	293	bekræfte	bekræfte	vb.	bekræfte	Affirm_or_deny	NULL
36762	294	bekræfte	bekræfte	vb.	bekræfte	Affirm_or_deny	NULL
24667	1040	bekræfte	bekræfte	vb.	bekræfte	Verification	NULL
26159	1105	bekræfte	bekræfte	vb.	bekræfte	Respond_to_proposal	NULL
26160	1105	bekræfte	bekræfte	vb.	bekræfte	Respond_to_proposal	NULL
26254	1134	bekræfte	bekræfte	vb.	bekræfte	Respond_to_proposal	NULL
26255	1134	bekræfte	bekræfte	vb.	bekræfte	Respond_to_proposal	NULL
28448	1154	bekræfte	bekræfte	vb.	bekræfte	Commitment	NULL
28422	1154	bekræftelse	bekræftelse	sb.	NULL	Commitment	NULL
12021	758	bekvemme sig	bekvemme	vb.	bekvemme	Activity_start	NULL
12022	758	bekvemme sig til at	bekvemme	vb.	bekvemme	Activity_start	NULL
18271	903	bekymre sig	bekymre	vb.	bekymre	Emotion_active	NULL
31655	1274	bekymre sig om	bekymre	vb.	bekymre	Treating_and_mistreating	NULL
16242	808	bekæmpe	bekæmpe	vb.	bekæmpe	Resolve_problem	NULL
20553	842	bekæmpe	bekæmpe	vb.	bekæmpe	Self_control	NULL
29318	1290	bekæmpe	bekæmpe	vb.	bekæmpe	Agree_or_refuse_to_act	NULL
30409	1302	bekæmpe	bekæmpe	vb.	bekæmpe	Hostile_encounter	NULL
30410	1302	bekæmpe	bekæmpe	vb.	bekæmpe	Hostile_encounter	NULL
40157	1515	bekæmpe arbejdsløsheden	bekæmpe	vb.	bekæmpe	Unemployment_rate	NULL
314	22	bekæmpelse af forureningen	forurening	sb.	NULL	Protecting	NULL
36912	359	belaste	belaste	vb.	belaste	Cause_benefit_or_detriment	NULL
37851	366	belaste	belaste	vb.	belaste	Objective_influence	NULL
20779	849	belaste	belaste	vb.	belaste	Stimulate_emotion	NULL
37844	366	belastning	belastning	sb.	NULL	Objective_influence	NULL
15315	729	belastningsprøve	belastningsprøve	sb.	NULL	Operational_testing	NULL
11895	686	belave sig på	belave	vb.	belave	Activity_prepare	NULL
11896	721	belave sig på	belave	vb.	belave	Activity_prepare	NULL
21377	1036	belave sig på	belave	vb.	belave	Activity_prepare	NULL
3245	123	belejre	belejre	vb.	belejre	Presence	NULL
3258	154	belejre	belejre	vb.	belejre	Presence	NULL
10061	564	belejre et sted	belejre	vb.	belejre	Presence	NULL
16086	772	belemre	belemre	vb.	belemre	Request	NULL
17802	850	belemre	belemre	vb.	belemre	Cause_to_experience	NULL
31385	1213	beligge	beligge	vb.	beligge	Sex	NULL
31386	1275	beligge	beligge	vb.	beligge	Sex	NULL
36269	1619	belure	belure	vb.	belure	Perception_active	NULL
6879	483	belyse	belyse	vb.	belyse	Light_movement	NULL
26871	1127	belyse	belyse	vb.	belyse	Statement	NULL
28053	1187	belyse	belyse	vb.	belyse	Processing_materials	NULL
10084	565	belægge	belægge	vb.	belægge	Provide_lodging	NULL
31923	1348	belægge	belægge	vb.	belægge	Filling	NULL
26651	1122	belægge sine ord	ord	sb.	belægge	Statement	NULL
18266	909	belære	belære	vb.	belære	Education_teaching	NULL
22854	1003	belære	belære	vb.	belære	Education_teaching	NULL
22855	1006	belære	belære	vb.	belære	Education_teaching	NULL
29698	1318	belære	belære	vb.	belære	Bragging	NULL
30458	1320	belære	belære	vb.	belære	Judgment	NULL
22856	1003	belæring	belæring	sb.	NULL	Education_teaching	NULL
4389	218	belæsse	belæsse	vb.	belæsse	Filling	NULL
4390	225	belæsse	belæsse	vb.	belæsse	Filling	NULL
6602	525	belæsse	belæsse	vb.	belæsse	Filling	NULL
29183	1173	belønne	belønne	vb.	belønne	Regard	NULL
28946	1174	belønning	belønning	sb.	NULL	Judgment_direct_address	NULL
31354	1281	belønning	belønning	sb.	NULL	Rewards_and_punishments	NULL
35965	1626	belåne	belåne	vb.	belåne	Imposing_obligation	Mangler ramme til belåne (?)
35966	1626	belåne	belåne	vb.	belåne	Imposing_obligation	Mangler ramme til belåne (?)
35959	1626	belåning	belåning	sb.	NULL	Imposing_obligation	Mangler ramme til belåne (?)
35960	1626	belåning	belåning	sb.	NULL	Imposing_obligation	Mangler ramme til belåne (?)
36313	1630	bemyndige	bemyndige	vb.	bemyndige	Prohibiting_or_licensing	NULL
36300	1630	bemyndigelse	bemyndigelse	sb.	NULL	Prohibiting_or_licensing	NULL
31466	1297	bemægtige	bemægtige	vb.	bemægtige	Stimulate_emotion	NULL
31613	1297	bemægtige sig	bemægtige	vb.	bemægtige	Taking	NULL
40030	1529	bemægtige sig	bemægtige	vb.	bemægtige	Taking	NULL
38944	1532	bemægtige sig	bemægtige	vb.	bemægtige	Conquering	NULL
36408	1632	bemægtige sig	bemægtige	vb.	bemægtige	Taking	NULL
36480	1632	bemægtige sig	bemægtige	vb.	bemægtige	Theft	NULL
31614	1297	bemægtigelse	bemægtigelse	sb.	NULL	Taking	NULL
40031	1529	bemægtigelse	bemægtigelse	sb.	NULL	Taking	NULL
21679	983	bemærke	bemærke	vb.	bemærke	Becoming_aware	NULL
25796	1091	bemærke	bemærke	vb.	bemærke	Mention	NULL
21680	983	bemærke sig	bemærke	vb.	bemærke	Becoming_aware	NULL
14278	796	bemøge	bemøge	vb.	bemøge	Filling	der findes ingen ramme til forurene/gøre beskidt
10500	611	bene af sted	bene	vb.	bene	Self_motion	NULL
31810	1346	bene ud	bene	vb.	bene	Cooking_creation	NULL
32407	1346	bene ud	bene	vb.	bene	Removing	NULL
7731	616	benspjæt	benspjæt	sb.	NULL	Body_movement	NULL
7732	677	benspjæt	benspjæt	sb.	NULL	Body_movement	NULL
37928	288	benspænd	benspænd	sb.	NULL	Preventing_or_letting	NULL
14572	808	benspænd	benspænd	sb.	NULL	Hindering	NULL
33494	1377	bensving	bensving	sb.	NULL	Sports_jargon	NULL
17126	815	benytte	benytte	vb.	benytte	Using	NULL
37636	286	benytte lejligheden til	lejlighed	sb.	benytte	Intentionally_act	NULL
16274	720	benytte samme fremgangsmåde	fremgangsmåde	sb.	benytte	Resolve_problem	NULL
17127	770	benytte sig af at	benytte	vb.	benytte	Using	NULL
37658	286	benytte sig af chancen	benytte	vb.	benytte	Intentionally_act	NULL
37659	286	benytte sig af muligheden	benytte	vb.	benytte	Intentionally_act	NULL
17144	815	benyttelse	benyttelse	sb.	NULL	Using	NULL
27254	1106	benægte	benægte	vb.	benægte	Verification	NULL
26225	1131	benægte	benægte	vb.	benægte	Respond_to_proposal	NULL
31307	1292	benægte	benægte	vb.	benægte	Respond_to_proposal	NULL
26181	1106	benægte ethvert kendskab	benægte	vb.	benægte	Respond_to_proposal	NULL
25842	1086	benævne	benævne	vb.	benævne	Name_conferral	NULL
36146	1639	benåde	benåde	vb.	benåde	Legal_rulings	NULL
36321	1645	benåde	benåde	vb.	benåde	Prohibiting_or_licensing	mangler ramme til frifindelse
36147	1639	benåde nogen	benåde	vb.	benåde	Legal_rulings	NULL
36125	1639	benådning	benådning	sb.	NULL	Legal_rulings	NULL
16087	682	beordre	beordre	vb.	beordre	Request	NULL
16088	812	beordre	beordre	vb.	beordre	Request	NULL
20392	939	beordre	beordre	vb.	beordre	Request	NULL
30676	1298	beordre	beordre	vb.	beordre	Leadership	NULL
31230	1298	beordre	beordre	vb.	beordre	Request	NULL
30677	1298	beordring	beordring	sb.	NULL	Leadership	NULL
2261	33	beplante	beplante	vb.	beplante	Planting	NULL
2273	33	beplantning	beplantning	sb.	NULL	Planting	NULL
5583	408	beramme	beramme	vb.	beramme	Making_arrangements	NULL
5582	408	berammelse	berammelse	sb.	NULL	Making_arrangements	NULL
35084	1469	berappe	berappe	vb.	berappe	Filling	NULL
11897	721	berede	berede	vb.	berede	Activity_prepare	NULL
14076	722	berede	berede	vb.	berede	Education_teaching	NULL
20780	831	berede	berede	vb.	berede	Stimulate_emotion	NULL
21139	831	berede	berede	vb.	berede	Subjective_influence	NULL
14077	722	berede på	berede	vb.	berede	Education_teaching	NULL
11898	721	berede sig	berede	vb.	berede	Activity_prepare	NULL
21378	1036	berede sig	berede	vb.	berede	Activity_prepare	NULL
11899	721	berede sig på	berede	vb.	berede	Activity_prepare	NULL
11900	721	berede sig til	berede	vb.	berede	Activity_prepare	NULL
14078	722	berede til	berede	vb.	berede	Education_teaching	NULL
15136	703	beregne	beregne	vb.	beregne	Making_arrangements	NULL
21413	966	beregne	beregne	vb.	beregne	Adding_up	NULL
24020	1036	beregne	beregne	vb.	beregne	Purpose	NULL
27295	1155	beregne	beregne	vb.	beregne	Adding_up	Mangler: Grasp?
27322	1155	beregne	beregne	vb.	beregne	Arithmetic	Mangler: Grasp?
27400	1158	beregne	beregne	vb.	beregne	Estimating	NULL
21414	1158	beregne gennemsnittet	beregne	vb.	beregne	Adding_up	NULL
27341	1158	beregne gennemsnittet	beregne	vb.	beregne	Arithmetic	Mangler: Grasp?
38867	1565	beregne sig	beregne	vb.	beregne	Commerce_sell	NULL
5325	421	beregne tidsforbruget	tidsforbrug	sb.	beregne	Becoming_aware	NULL
5331	465	beregne tidsforbruget	tidsforbrug	sb.	beregne	Becoming_aware	NULL
15752	704	beregning	beregning	sb.	NULL	Purpose	NULL
21415	1051	beregning	beregning	sb.	NULL	Adding_up	NULL
27332	1155	beregning	beregning	sb.	NULL	Arithmetic	Mangler: Grasp?
24021	1155	beregning	beregning	sb.	NULL	Purpose	NULL
24022	1158	beregning	beregning	sb.	NULL	Purpose	NULL
27480	1158	beregning	beregning	sb.	NULL	Scrutiny	NULL
34040	1414	berejse	berejse	vb.	berejse	Travel	NULL
26992	1059	berette	berette	vb.	berette	Telling	NULL
30624	1313	berettige	berettige	vb.	berettige	Justifying	NULL
28668	1181	berettiget kritik	kritik	sb.	NULL	Judgment_communication	NULL
47	25	berige	berige	vb.	berige	Cause_to_amalgamate	NULL
39004	1525	berige	berige	vb.	berige	Earnings_and_losses	NULL
39005	1525	berige sig	berige	vb.	berige	Earnings_and_losses	NULL
36479	1632	berige sig	berige	vb.	berige	Theft	NULL
39006	1525	berigelse	berigelse	sb.	NULL	Earnings_and_losses	NULL
26696	1062	berigtige	berigtige	vb.	berigtige	Statement	NULL
38832	1553	berigtige	berigtige	vb.	berigtige	Commerce_pay	NULL
26593	1062	berigtigelse	berigtigelse	sb.	NULL	Statement	NULL
22018	978	bero på	bero	vb.	bero	Causation	NULL
17803	831	berolige	berolige	vb.	berolige	Cause_to_experience	NULL
20713	831	berolige	berolige	vb.	berolige	Statement	NULL
21140	831	berolige	berolige	vb.	berolige	Subjective_influence	NULL
20712	853	berolige	berolige	vb.	berolige	Statement	NULL
20781	853	berolige	berolige	vb.	berolige	Stimulate_emotion	NULL
20782	886	berolige	berolige	vb.	berolige	Stimulate_emotion	NULL
31571	1274	berolige	berolige	vb.	berolige	Subjective_influence	NULL
31467	1283	berolige	berolige	vb.	berolige	Stimulate_emotion	NULL
29452	1283	berolige gemytterne	gemyt	sb.	berolige	Attempt_suasion	NULL
886	98	beroligende virkning	berolige	vb.	berolige	Cure	NULL
37792	368	bersærkergang	bersærkergang	sb.	NULL	Losing_it	NULL
32099	1342	beruselse	beruselse	sb.	NULL	Ingestion	NULL
28763	1173	berømme	berømme	vb.	berømme	Judgment_communication	NULL
28764	1173	berømme	berømme	vb.	berømme	Judgment_communication	NULL
37852	362	berøre	berøre	vb.	berøre	Objective_influence	NULL
7066	524	berøre	berøre	vb.	berøre	Manipulation	NULL
9206	644	berøre	berøre	vb.	berøre	Manipulation	NULL
11157	644	berøre	berøre	vb.	berøre	Spatial_contact	NULL
9207	646	berøre	berøre	vb.	berøre	Manipulation	NULL
20783	829	berøre	berøre	vb.	berøre	Stimulate_emotion	NULL
7058	524	berøring	berøring	sb.	NULL	Manipulation	NULL
7241	524	berøring	berøring	sb.	NULL	Perception_body	NULL
11158	644	berøring	berøring	sb.	NULL	Spatial_contact	NULL
9208	646	berøring	berøring	sb.	NULL	Manipulation	NULL
36361	1632	berøve	berøve	vb.	berøve	Robbery	NULL
36478	1633	berøve	berøve	vb.	berøve	Theft	NULL
40142	1531	berøvelse	berøvelse	sb.	NULL	Theft	NULL
7376	493	bese	bese	vb.	bese	Scrutiny	NULL
27248	1105	besegle	besegle	vb.	besegle	Verification	NULL
37331	390	besegle nogens skæbne	skæbne	sb.	besegle	Destiny	NULL
37332	403	besegle nogens skæbne	skæbne	sb.	besegle	Destiny	NULL
13037	700	besegle nogens skæbne	skæbne	sb.	besegle	Causation	NULL
13038	793	besegle nogens skæbne	skæbne	sb.	besegle	Causation	NULL
8004	601	besejle	besejle	vb.	besejle	Bringing	NULL
8005	601	besejle	besejle	vb.	besejle	Bringing	NULL
9365	601	besejle	besejle	vb.	besejle	Motion	NULL
9366	601	besejle	besejle	vb.	besejle	Motion	NULL
29567	1315	besejre	besejre	vb.	besejre	Beat_opponent	NULL
29568	1315	besejre	besejre	vb.	besejre	Beat_opponent	NULL
32982	1362	besejre	besejre	vb.	besejre	Finish_competition	NULL
34197	1441	besejre	besejre	vb.	besejre	Conquering	NULL
40253	1507	besidde	besidde	vb.	besidde	Working_a_post	NULL
39756	1518	besidde	besidde	vb.	besidde	Possession	NULL
39757	1523	besiddelser	besiddelse	sb.	NULL	Possession	NULL
7377	493	besigtige	besigtige	vb.	besigtige	Scrutiny	NULL
19589	902	besinde sig	besinde	vb.	besinde	Holding_off_on	NULL
20554	902	besinde sig	besinde	vb.	besinde	Self_control	NULL
22123	972	besinde sig	besinde	vb.	besinde	Cogitation	NULL
36263	1615	besinde sig	besinde	vb.	besinde	Opinion	Mangler ramme til skifte mening
22124	944	besinde sig på	besinde	vb.	besinde	Cogitation	NULL
22482	947	besinde sig på	besinde	vb.	besinde	Coming_to_believe	NULL
19606	902	besindelse	besindelse	sb.	NULL	Holding_off_on	NULL
20666	902	besindelse	besindelse	sb.	NULL	Self_control	NULL
20784	856	besjæle	besjæle	vb.	besjæle	Stimulate_emotion	NULL
21116	856	besjæling	besjæling	sb.	NULL	Stimulate_emotion	NULL
791	95	beskadige	beskadige	vb.	beskadige	Cause_harm	NULL
13797	818	beskadige	beskadige	vb.	beskadige	Damaging	NULL
1903	94	beskadigelse	beskadigelse	sb.	NULL	Medical_conditions	NULL
34222	1432	beskikke	beskikke	vb.	beskikke	Deny_or_grant_permission	NULL
36312	1630	beskikke	beskikke	vb.	beskikke	Prohibiting_or_licensing	NULL
36518	1622	beskikke en advokat	beskikke	vb.	beskikke	Trial	NULL
36492	1622	beskikke en forsvarer	forsvarer	sb.	beskikke	Trial	NULL
36493	1636	beskikke en forsvarer	forsvarer	sb.	beskikke	Trial	NULL
34216	1432	beskikkelse	beskikkelse	sb.	NULL	Deny_or_grant_permission	NULL
27018	1091	beskrive	beskrive	vb.	beskrive	Telling	NULL
27150	1142	beskrive	beskrive	vb.	beskrive	Text_creation	NULL
28145	1196	beskrive	beskrive	vb.	beskrive	Text_creation	NULL
7203	493	beskue	beskue	vb.	beskue	Perception_active	NULL
23874	957	beskue	beskue	vb.	beskue	Perception_active	NULL
7136	493	beskuelse	beskuelse	sb.	NULL	Perception_active	NULL
29405	1303	beskyde	beskyde	vb.	beskyde	Attack	NULL
34119	1441	beskyde	beskyde	vb.	beskyde	Attack	NULL
34718	1498	beskyde	beskyde	vb.	beskyde	Cause_harm	NULL
28669	1181	beskydning	beskydning	sb.	NULL	Judgment_communication	NULL
34580	1498	beskydning	beskydning	sb.	NULL	Attack	NULL
19708	869	beskylde	beskylde	vb.	beskylde	Judgment_communication	NULL
19829	869	beskylde	beskylde	vb.	beskylde	Judgment_direct_address	NULL
28817	1182	beskylde	beskylde	vb.	beskylde	Judgment_communication	NULL
29042	1182	beskylde	beskylde	vb.	beskylde	Judgment_direct_address	NULL
28872	1185	beskylde	beskylde	vb.	beskylde	Judgment_communication	NULL
19816	869	beskyldning	beskyldning	sb.	NULL	Judgment_communication	NULL
38101	367	beskyldningerne flyver gennem luften	luft	sb.	flyve	Quarreling	NULL
38100	367	beskyldningerne fyger gennem luften	luft	sb.	fyge	Quarreling	NULL
3283	149	beskytte	beskytte	vb.	beskytte	Protecting	NULL
12431	803	beskytte	beskytte	vb.	beskytte	Assistance	NULL
15664	803	beskytte	beskytte	vb.	beskytte	Protecting	NULL
31656	1274	beskytte	beskytte	vb.	beskytte	Treating_and_mistreating	NULL
317	22	beskytte miljøet	miljø	sb.	beskytte	Protecting	NULL
38058	309	beskyttelse	beskyttelse	sb.	NULL	Protecting	NULL
38059	309	beskyttelsesskjold	beskyttelsesskjold	sb.	NULL	Protecting	NULL
3279	148	beskyttende virkning	beskytte	vb.	beskytte	Protecting	NULL
16089	710	beskæftige	beskæftige	vb.	beskæftige	Request	NULL
39139	1509	beskæftige	beskæftige	vb.	beskæftige	Employing	NULL
14696	708	beskæftige sig med	beskæftige	vb.	beskæftige	Intentionally_act	NULL
14925	708	beskæftige sig med	beskæftige	vb.	beskæftige	Intentionally_create	NULL
17231	716	beskæftige sig med	beskæftige	vb.	beskæftige	Work	NULL
24634	953	beskæftige sig med	beskæftige	vb.	beskæftige	Topic	NULL
40254	1505	beskæftige sig med	beskæftige	vb.	beskæftige	Working_a_post	NULL
11638	709	beskæftigelse	beskæftigelse	sb.	NULL	Activity_ongoing	NULL
14824	709	beskæftigelse	beskæftigelse	sb.	NULL	Intentionally_act	NULL
39140	1509	beskæftigelsesindsats	beskæftigelsesindsats	sb.	NULL	Employing	Mangler mere præcis ramme
20785	916	beskæmme	beskæmme	vb.	beskæmme	Stimulate_emotion	NULL
28906	1186	beskæmme	beskæmme	vb.	beskæmme	Judgment_communication	NULL
573	33	beskære	beskære	vb.	beskære	Agriculture	NULL
3724	197	beskære	beskære	vb.	beskære	Cause_change_of_position_on_a_scale	NULL
4189	197	beskære	beskære	vb.	beskære	Cutting	NULL
4786	245	beskære	beskære	vb.	beskære	Removing	NULL
25446	1119	beskære	beskære	vb.	beskære	Encoding	NULL
28048	1179	beskære	beskære	vb.	beskære	Processing_materials	NULL
28058	1187	beskære	beskære	vb.	beskære	Processing_materials	NULL
39007	1535	beskære	beskære	vb.	beskære	Earnings_and_losses	NULL
39205	1535	beskære	beskære	vb.	beskære	Firing	NULL
665	33	beskæring	beskæring	sb.	NULL	Agriculture	NULL
3687	197	beskæring	beskæring	sb.	NULL	Cause_change_of_position_on_a_scale	NULL
4755	245	beskæring	beskæring	sb.	NULL	Removing	NULL
28040	1187	beskæring	beskæring	sb.	NULL	Processing_materials	NULL
38601	1535	beskæring	beskæring	sb.	NULL	Cause_change_of_position_on_a_scale	NULL
12432	803	beskærme	beskærme	vb.	beskærme	Assistance	NULL
15665	803	beskærme	beskærme	vb.	beskærme	Protecting	NULL
5262	405	beslaglægge	beslaglægge	vb.	beslaglægge	Activity_ongoing	NULL
31215	1297	beslaglægge	beslaglægge	vb.	beslaglægge	Removing	NULL
40032	1530	beslaglægge	beslaglægge	vb.	beslaglægge	Taking	NULL
40033	1530	beslaglægge	beslaglægge	vb.	beslaglægge	Taking	NULL
40034	1530	beslaglæggelse	beslaglæggelse	sb.	NULL	Taking	NULL
13890	682	beslutning	beslutning	sb.	NULL	Deciding	NULL
13891	689	beslutningsprocedure	beslutningsprocedure	sb.	NULL	Deciding	NULL
25314	1108	beslutningsproces	beslutningsproces	sb.	NULL	Discussion	NULL
13892	689	beslutningstagen	beslutningstagen	sb.	NULL	Deciding	NULL
13893	689	beslutningstagning	beslutningstagning	sb.	NULL	Deciding	NULL
13870	689	beslutte	beslutte	vb.	beslutte	Deciding	NULL
14697	689	beslutte	beslutte	vb.	beslutte	Intentionally_act	NULL
13871	689	beslutte sig for at	beslutte	vb.	beslutte	Deciding	NULL
14698	689	beslutte sig for at	beslutte	vb.	beslutte	Intentionally_act	NULL
15688	702	beslutte sig for at	beslutte	vb.	beslutte	Purpose	NULL
13872	689	beslutte sig til at	beslutte	vb.	beslutte	Deciding	NULL
14699	689	beslutte sig til at	beslutte	vb.	beslutte	Intentionally_act	NULL
15689	702	beslutte sig til at	beslutte	vb.	beslutte	Purpose	NULL
27463	1169	beslå	beslå	vb.	beslå	Processing_materials	NULL
34545	1473	beslå	beslå	vb.	beslå	Attaching	NULL
189	28	besmitte	besmitte	vb.	besmitte	Infecting	NULL
23504	1012	besmykke	besmykke	vb.	besmykke	Intentional_deception	NULL
24776	1136	besmykke	besmykke	vb.	besmykke	Bragging	NULL
27818	1185	besmykke	besmykke	vb.	besmykke	Filling	mangler ramme til dekorere/pynte/udsmykke
27802	1185	besmykkelse	besmykkelse	sb.	NULL	Filling	mangler ramme til dekorere/pynte/udsmykke
26943	1130	besnakke	besnakke	vb.	besnakke	Suasion	NULL
29099	1152	besnakke	besnakke	vb.	besnakke	Manipulate_into_doing	NULL
23352	1052	besnære	besnære	vb.	besnære	Experiencer_obj	NULL
38602	1535	bespare	bespare	vb.	bespare	Cause_change_of_position_on_a_scale	NULL
38603	1535	besparelse	besparelse	sb.	NULL	Cause_change_of_position_on_a_scale	NULL
39008	1583	besparelse	besparelse	sb.	NULL	Earnings_and_losses	NULL
15284	803	bespise	bespise	vb.	bespise	Offering	NULL
32344	1332	bespise	bespise	vb.	bespise	Offering	Mangler. Offering dækker bredere end mad
31962	1338	bespise	bespise	vb.	bespise	Giving	NULL
32342	1332	bespisning	bespisning	sb.	NULL	Offering	MANGLER
31939	1338	bespisning	bespisning	sb.	NULL	Giving	NULL
36644	1648	bespotte	bespotte	vb.	bespotte	Rite	NULL
37771	324	bestemme	bestemme	vb.	bestemme	Legal_rulings	NULL
37336	390	bestemme	bestemme	vb.	bestemme	Destiny	NULL
12759	682	bestemme	bestemme	vb.	bestemme	Being_in_control	NULL
13873	682	bestemme	bestemme	vb.	bestemme	Deciding	NULL
14512	685	bestemme	bestemme	vb.	bestemme	Have_as_requirement	NULL
13409	698	bestemme	bestemme	vb.	bestemme	Choosing	NULL
22483	944	bestemme	bestemme	vb.	bestemme	Coming_to_believe	NULL
22484	972	bestemme	bestemme	vb.	bestemme	Coming_to_believe	NULL
29663	1297	bestemme	bestemme	vb.	bestemme	Being_in_control	NULL
30678	1325	bestemme	bestemme	vb.	bestemme	Leadership	NULL
13874	689	bestemme at	bestemme	vb.	bestemme	Deciding	NULL
13875	689	bestemme hvad	bestemme	vb.	bestemme	Deciding	NULL
29664	1297	bestemme hvad	bestemme	vb.	bestemme	Being_in_control	NULL
21893	991	bestemme hvor skabet skal stå	skab	sb.	bestemme	Being_in_control	NULL
29665	1297	bestemme over	bestemme	vb.	bestemme	Being_in_control	NULL
13876	689	bestemme sig for	bestemme	vb.	bestemme	Deciding	NULL
14700	689	bestemme sig for	bestemme	vb.	bestemme	Intentionally_act	NULL
13588	696	bestemme sig om	bestemme	vb.	bestemme	Coming_to_believe	NULL
13589	698	bestemme sig om	bestemme	vb.	bestemme	Coming_to_believe	NULL
22485	989	bestemme sig om	bestemme	vb.	bestemme	Coming_to_believe	NULL
13877	689	bestemme sig til	bestemme	vb.	bestemme	Deciding	NULL
14701	689	bestemme sig til	bestemme	vb.	bestemme	Intentionally_act	NULL
13894	682	bestemmelse	bestemmelse	sb.	NULL	Deciding	NULL
9183	665	bestige	bestige	vb.	bestige	Intentional_traversing	NULL
9184	665	bestige	bestige	vb.	bestige	Intentional_traversing	NULL
33258	1387	bestige et bjerg	bestige	vb.	bestige	Self_motion	NULL
29666	1297	bestige tronen	bestige	vb.	bestige	Being_in_control	NULL
29088	1151	bestikke	bestikke	vb.	bestikke	Manipulate_into_doing	NULL
30881	1304	bestikke	bestikke	vb.	bestikke	Misdeed	NULL
38833	1559	bestikke	bestikke	vb.	bestikke	Commerce_pay	NULL
36183	1618	bestikke	bestikke	vb.	bestikke	Manipulate_into_doing	NULL
36182	1619	bestikke	bestikke	vb.	bestikke	Manipulate_into_doing	NULL
14702	708	bestille	bestille	vb.	bestille	Intentionally_act	NULL
14926	708	bestille	bestille	vb.	bestille	Intentionally_create	NULL
39982	1528	bestille	bestille	vb.	bestille	Request_entity	NULL
8633	588	bestille billet	billet	sb.	bestille	Commerce_buy	NULL
8632	588	bestille billet	bestille	vb.	bestille	Commerce_buy	NULL
17232	716	bestille noget	bestille	vb.	bestille	Work	NULL
11496	755	bestille noget	bestille	vb.	bestille	Activity_ongoing	NULL
40200	1505	bestille noget	bestille	vb.	bestille	Work	NULL
17283	755	bestilling	bestilling	sb.	NULL	Work	NULL
39983	1528	bestilling	bestilling	sb.	NULL	Request_entity	NULL
39984	1528	bestilling	bestilling	sb.	NULL	Request_entity	NULL
36476	1632	bestjæle	bestjæle	vb.	bestjæle	Theft	NULL
36477	1633	bestjæle	bestjæle	vb.	bestjæle	Theft	NULL
25260	1098	bestorme	bestorme	vb.	bestorme	Contacting	NULL
26182	1106	bestride	bestride	vb.	bestride	Respond_to_proposal	NULL
26226	1131	bestride	bestride	vb.	bestride	Respond_to_proposal	NULL
31308	1292	bestride	bestride	vb.	bestride	Respond_to_proposal	NULL
38556	1505	bestride en post	bestride	vb.	bestride	Being_employed	NULL
38557	1505	bestride et job	job	sb.	bestride	Being_employed	NULL
38558	1505	bestride et job	bestride	vb.	bestride	Being_employed	NULL
15302	717	bestridelse	bestridelse	sb.	NULL	Operating_a_system	NULL
2937	148	bestryge	bestryge	vb.	bestryge	Filling	NULL
6595	498	bestryge	bestryge	vb.	bestryge	Filling	NULL
34120	1441	bestryge	bestryge	vb.	bestryge	Attack	NULL
34598	1499	bestryge	bestryge	vb.	bestryge	Attack	NULL
